REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC301,,0,0,0,MIN,0.36,1.23,4.1,78,0.9,5.6,42,67,52,18,125,85,,57,57,44,40,,,,0.1,SG/Soybean (DC),0.4, 80-100,60,20,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC302,,0,0,0,MIN,0.56,1.26,3.9,72,1.1,5.5,39,62,50,14,170,112,,74,74,45,66,,,,0.1,SG/Soybean (DC),0.5, 80-100,70,30,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC303,,0,0,0,MIN,0.51,1.3,3.8,72,1.1,5.6,58,48,50,15,124,84,,102,102,28,58,,,,0.1,SG/Soybean (DC),0.4, 80-100,20,70,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC304,,0,0,0,MIN,0.92,1.27,4.7,76,1.1,5.7,50,64,51,18,122,83,,84,84,31,58,,,,0.1,SG/Soybean (DC),0.4, 80-100,40,20,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC305,,0,0,0,MIN,1.14,1.24,4.9,71,1.4,5.4,55,71,49,15,143,96,,82,82,49,67,,,,0.1,SG/Soybean (DC),0.7, 80-100,30,10,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC306,,0,0,0,MIN,0.92,1.23,5,72,1.4,5.4,53,75,49,16,125,85,,77,77,55,70,,,,0.1,SG/Soybean (DC),0.7, 80-100,30,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC307,,0,0,0,MIN,0.92,1.26,3.8,56,1.7,5,44,55,39,10,117,80,,104,104,34,68,,,,0.1,SG/Soybean (DC),1.1, 80-100,50,50,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC501,,0,0,0,MIN,0.46,1.26,3.6,70,1.1,5.5,61,72,46,14,182,119,,90,90,41,53,,,,0.1,SG/Soybean (DC),0.5, 80-100,10,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC502,,0,0,0,MIN,0.41,1.27,3.4,64,1.2,5.2,54,66,40,14,168,111,,119,119,38,54,,,,0.1,SG/Soybean (DC),0.7, 80-100,30,20,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC503,,0,0,0,MIN,1.19,1.23,5.8,72,1.6,5.5,167,105,50,14,136,92,,104,104,73,62,,,,0.1,SG/Soybean (DC),0.7, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC504,,0,0,0,MIN,0.36,1.26,3.9,75,1,5.6,49,71,47,20,177,116,,80,80,38,57,,,,0.1,SG/Soybean (DC),0.4, 80-100,40,10,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC601,,0,0,0,MIN,0.56,1.29,4.4,73,1.2,5.5,69,75,48,16,144,96,,78,78,35,46,,,,0.1,SG/Soybean (DC),0.5, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC602,,0,0,0,MIN,0.51,1.32,4.4,76,1.1,5.6,76,80,50,16,142,95,,64,64,34,43,,,,0.1,SG/Soybean (DC),0.4, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC603,,0,0,0,MIN,0.51,1.27,4.2,66,1.4,5.2,81,79,43,13,128,87,,63,63,32,55,,,,0.1,SG/Soybean (DC),0.8, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC604,,0,0,0,MIN,0.56,1.32,4.2,64,1.5,5.2,96,69,44,12,136,92,,77,77,33,58,,,,0.1,SG/Soybean (DC),0.9, 80-100,0,10,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC605,,0,0,0,MIN,0.97,1.2,5.4,69,1.7,5.3,93,79,48,14,89,63,,198,198,57,84,,,,0.1,SG/Soybean (DC),0.9, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC606,,0,0,0,MIN,1.02,1.19,5,63,1.9,5.2,108,77,42,13,84,60,,60,60,54,64,,,,0.1,SG/Soybean (DC),1.1, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC607,,0,0,0,MIN,0.92,1.23,6,76,1.4,5.6,188,103,52,16,96,68,,94,94,45,52,,,,0.1,SG/Soybean (DC),0.6, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC608,,0,0,0,MIN,1.31,1.24,6.2,72,1.7,5.4,149,101,50,14,95,67,,71,71,41,61,,,,0.1,SG/Soybean (DC),0.9, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC609,,0,0,0,MIN,0.81,1.26,5.7,76,1.4,5.6,122,118,50,16,96,68,,64,64,52,55,,,,0.1,SG/Soybean (DC),0.6, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC610,,0,0,0,MIN,1.08,1.25,6.5,81,1.2,5.8,92,97,57,17,136,92,,75,75,41,66,,,,0.1,SG/Soybean (DC),0.3, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC611,,0,0,0,MIN,0.71,1.3,5.5,85,0.8,6,86,91,59,18,140,94,,85,85,43,49,,,,0.1,SG/Soybean (DC),0, 80-100,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
SL004601,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,LC612,,0,0,0,MIN,0.6,1.27,3.7,55,1.7,4.9,73,66,36,10,114,78,,74,74,38,69,,,,0.1,SG/Soybean (DC),1.1, 80-100,0,20,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,,,,,,9/21/2019
