REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,6,,3,2018,0.4,MIN,0.22,1.34,3.9,85,0.6,6.4,89,104,51,21,92,67,60,66,66,96,41,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,40,20,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,7,,0,0,0,MIN,0.27,1.37,3.7,77,0.8,6,67,114,44,17,66,57,50,58,58,67,42,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,80,10,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,8,,3,2018,0.3,MIN,0.22,1.38,3.6,87,0.5,6.5,134,82,53,22,112,77,70,77,77,93,31,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,50,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,9,,3,2018,0.5,MIN,0.27,1.37,3.7,85,0.6,6.4,148,76,53,21,123,85,78,83,83,89,27,,,,0.1,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,60,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,10,,3,2018,0.3,MIN,0.27,1.35,4.5,89,0.5,6.6,50,122,53,22,69,49,42,53,53,62,32,,,,0.1,"Corn, grain",0,120 - 160,30,0,0,0,0,0,0,pH$,,3,"Vegetables, other",0, 80-100,110,0,0,0,0,0,pH$,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,11,,3,2018,0.4,MIN,0.36,1.37,4.7,84,0.8,6.4,84,134,50,20,102,72,65,81,81,99,41,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,50,0,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,12,,3,2018,0.5,MIN,0.36,1.38,3.5,76,0.8,6,142,65,48,18,110,83,76,80,80,77,44,,,,0.2,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,80,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,13,,0,0,0,MIN,0.41,1.32,4.6,83,0.8,6.2,56,122,50,20,48,43,36,49,49,52,51,,,,0.2,"Corn, grain",0,120 - 160,10,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,100,0,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,14,,3,2018,0.3,MIN,0.41,1.32,4.5,87,0.6,6.4,89,119,53,21,76,56,49,64,64,74,40,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,40,0,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,15,,0,0,0,MIN,0.46,1.33,4.1,79,0.8,6.1,114,97,51,16,67,56,49,74,74,69,41,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,10,30,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,16,,0,0,0,MIN,0.92,1.33,5.4,82,1,6,78,111,54,18,45,44,37,59,59,59,40,,,,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,60,10,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,17,,0,0,0,MIN,0.51,1.31,5.2,81,1,6,48,135,48,20,40,41,34,44,44,60,34,,,,0.1,"Corn, grain",0,120 - 160,30,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,120,0,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,18,,0,0,0,MIN,0.41,1.33,4.7,81,0.9,6,116,101,54,16,50,47,40,56,56,62,25,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,25,0,0,0,0,,3,"Vegetables, other",0, 80-100,10,20,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,P08,,3,2018,0.4,MIN,0.46,1.37,3.3,74,0.9,5.8,115,72,45,18,60,53,46,49,49,38,23,,,,0.1,"Corn, grain",0,120 - 160,0,10,0,25,0,0,0,0,,3,"Vegetables, other",0, 80-100,10,70,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,P09,,3,2018,0.4,MIN,0.18,1.3,4.5,85,0.7,6.2,32,147,43,25,46,41,34,43,43,31,26,,,,0.1,"Corn, grain",0,120 - 160,60,0,0,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,160,0,0,0,0,0,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K10,,3,2018,0.5,MIN,0.27,1.3,2.7,70,0.8,5.6,186,47,43,18,105,80,80,108,108,109,31,,,,0.1,"Corn, grain",0.3,120 - 160,0,50,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,70,0,0,0,0.5,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K11,,3,2018,0.4,MIN,0.46,1.36,3.6,76,0.8,5.9,185,62,48,20,158,112,112,116,116,124,26,,,,0.1,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,30,0,0,0,0.5,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K12,,3,2018,0.4,MIN,0.32,1.36,3,84,0.5,6.2,135,68,50,23,120,86,86,80,80,105,29,,,,0.1,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,10,0,0,0,0.5,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K13,,0,0,0,MIN,0.56,1.38,4.7,86,0.6,6.4,194,80,58,20,161,108,108,95,95,91,28,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,0,0,0,0,0.5,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K14,,0,0,0,MIN,0.41,1.34,3.7,85,0.6,6.3,188,71,55,20,131,91,91,82,82,94,29,,,,0.1,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,10,0,0,0,0.5,0,,6,,,,,,,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,K15,,0,0,0,MIN,0.18,1.43,2.4,79,0.5,5.9,152,47,51,18,80,65,65,76,76,77,20,,,,0.1,"Corn, grain",0,120 - 160,0,50,0,25,0,0,0,0,,3,Sweetpotato,0, 60-90,0,70,0,0,0,0.5,0,,6,,,,,,,2/12/2019
