REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 1-1,,0,0,0,MIN,0.27,1.48,2,88,0.2,6.4,158,18,68,15,111,71,71,67,67,49,23,7,,,0.1,Soybean,0,0,0,100,0,25,0,0,0,0,,3,Small Grain (SG),0, 80-100,0,100,0,0,0,0,0,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 1-2,,0,0,0,MIN,0.18,1.42,2.6,94,0.2,6.7,192,24,79,10,100,60,60,101,101,62,29,7,,,0.1,Soybean,0,0,0,90,0,0,0,0,0,pH$,,3,Small Grain (SG),0, 80-100,0,90,0,0,0,0,pH$,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 1-3,,0,0,0,MIN,0.22,1.44,2.8,93,0.2,6.7,233,21,79,10,116,69,69,132,132,70,29,8,,,0.1,Soybean,0,0,0,100,0,0,0,0,0,pH$,,3,Small Grain (SG),0, 80-100,0,100,0,0,0,0,pH$,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 1-4,,0,0,0,MIN,0.13,1.39,1.2,74,0.3,5.8,104,12,55,14,83,60,60,27,27,42,30,8,,,0.1,Soybean,0,0,0,120,25,0,0,0,0,0,,3,Small Grain (SG),0, 80-100,0,120,$,0,0,0,0,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 1-5,,0,0,0,MIN,0.04,1.47,1.1,85,0.2,5.7,36,13,60,19,39,33,33,15,15,20,24,5,,,0.1,Soybean,0,0,50,120,25,25,2,6,0,0,,3,Small Grain (SG),0, 80-100,50,120,$,$,$,0,0,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 2-1,,0,0,0,MIN,0.18,1.44,2.6,92,0.2,6.7,175,19,75,13,90,54,54,95,95,54,22,7,,,0.1,Soybean,0,0,0,100,0,25,0,0,0,pH$,,3,Small Grain (SG),0, 80-100,0,100,0,0,0,0,pH$,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 2-2,,0,0,0,MIN,0.18,1.43,2.7,96,0.1,6.7,209,23,82,9,103,61,61,109,109,64,21,7,,,0.1,Soybean,0,0,0,90,25,25,0,0,0,pH$,,3,Small Grain (SG),0, 80-100,0,90,$,0,0,0,pH$,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 2-3,,0,0,0,MIN,0.18,1.46,2.9,96,0.1,6.7,244,21,83,10,118,70,70,127,127,76,27,8,,,0.1,Soybean,0,0,0,100,0,0,0,0,0,pH$,,3,Small Grain (SG),0, 80-100,0,100,0,0,0,0,pH$,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 2-4,,0,0,0,MIN,0.13,1.45,1.3,75,0.3,6,100,12,58,13,74,54,54,31,31,39,18,6,,,0.1,Soybean,0,0,0,120,25,25,0,0,0,0,,3,Small Grain (SG),0, 80-100,0,120,$,0,0,0,0,,3,,,,,,,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Clinton RS,,Sampson, 2-5,,0,0,0,MIN,0.09,1.48,1.3,76,0.3,5.4,42,16,52,18,34,30,30,14,14,21,38,6,,,0.1,Soybean,0,0,40,110,25,0,2,6,0,0,,3,Small Grain (SG),0, 80-100,40,110,$,$,$,0,0,,3,,,,,,,2/22/2019
