REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC11,,0,0,0,MIN,1.67,1.13,6.2,77,1.4,5.8,62,71,54,17,80,58,,90,90,45,56,,,,0.1,SG/Soybean (DC),0.4, 80-100,10,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC12,,0,0,0,MIN,0.56,1.23,5.1,87,0.6,6.4,48,71,57,23,103,66,,46,46,35,41,,,,0.1,SG/Soybean (DC),0, 80-100,40,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC13,,0,0,0,MIN,1.37,1.21,5.1,66,1.7,5.5,80,51,48,13,79,57,,75,75,41,57,,,,0.1,SG/Soybean (DC),0.8, 80-100,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC14,,0,0,0,MIN,2.08,1.14,7.8,79,1.6,5.9,104,72,59,16,104,72,,143,143,45,50,,,,0.1,SG/Soybean (DC),0, 80-100,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC15,,0,0,0,MIN,1.02,1.18,6.9,85,1,6.1,50,78,61,19,103,70,,181,181,54,41,,,,0.1,SG/Soybean (DC),0, 80-100,40,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC21,,0,0,0,MIN,1.94,0.99,8.2,72,2.3,5.7,174,147,50,13,71,53,,130,130,60,49,,,,0.1,SG/Soybean (DC),0.8, 80-100,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC22,,0,0,0,MIN,0.51,1.2,4.1,72,1.1,5.6,65,72,51,13,76,56,,92,92,34,41,,,,0.1,SG/Soybean (DC),0.4, 80-100,10,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC23,,0,0,0,MIN,1.02,1.13,6.1,75,1.5,5.7,182,99,54,13,70,52,,139,139,43,54,,,,0.1,SG/Soybean (DC),0.5, 80-100,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC24,,0,0,0,MIN,0.46,1.22,4,74,1,5.7,84,70,51,14,73,54,,57,57,37,41,,,,0.1,SG/Soybean (DC),0.3, 80-100,0,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC25,,0,0,0,MIN,0.41,1.2,3.6,69,1.1,5.4,97,75,47,11,89,63,,53,53,39,46,,,,0.1,SG/Soybean (DC),0.6, 80-100,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
SL006173,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC26,,0,0,0,MIN,0.56,1.2,4.3,74,1.1,5.6,114,77,51,13,79,57,,39,39,31,41,,,,0.1,SG/Soybean (DC),0.4, 80-100,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/5/2017
